id,text,category
1412103432152944642,"El colectivo #LGTBI intenta imponerse en los jóvenes y los niños.
Bueno a mi me obligaban a ir a RELIGION y nadie se quejaba.
ESO NO ES IMPONER NO?
PATETICOS",NHS
1412102203763011590,"Y reconozco que mi grito #JusticiaParaSamuel lo hago desde una posición privilegiada, porque nunca he sufrido una agresión. Sin embargo, si callara mi grito también estaría actuando contra la comunidad #LGTBI 🏳️‍🌈 ¡Cualquier agresión en el ámbito social nos afectada a todes!",HS
1412100761572478980,"El #JusticiaParaSamuel no tendría que ser grito exclusivo de la comunidad #LGTBI 🏳️‍🌈Cualquier ""-fobia"" que permitamos, sin mano dura, sobre la integridad personal nos resta valor como sociedad. ¡A todes! 🤬 ¡Ni una agresión más! 🏳️‍🌈",HS
1412097939183484928,intentas decirme que es fácil ser gay? es fácil salir a la calle con miedo? es fácil pensar que cualquier día puede tocarle el turno a un amigo/familiar tuyo o a ti mismo ? será fácil el día que me permitan amar a quien me de la gana. #LGTBIfobia #LGTBI,HS
1412080574601236481,"Yo me sumo a este movimiento contra la homofobia y el acoso hacia el colectivo #LGTBI 
Y no me voy a quedar callado, y vosotros tampoco 😉
#justiciaparasamuel",HS
1412071925325697024,"No puedes vivir y disfrutar de un presente, en el cuál, por ser gay, te juegas insultos, una paliza y en el peor de los casos una tortura, incluso la muerte. #JusticiaParaSamuel #LGTBI #LivesMater #GayLivesMaters
¿Acaso juzgo que tú quieras acostarte con quién te dé la gana?",NHS
1412065163855937537,"@JosPastr Yo iría más allá que @MonederoJC. Si @AlmeidaPP_ hubiera colgado la bandera #LGTBI, se hubiera acabado el hambre en el mundo, la sed en África, ya se hubiera erradicado el #COVID19, el #VIH...

De verdad, Monedero... Vete a cagar!!",NHS
1412059353390194697,"Un chaval de 24 años asesinado a golpes en España por el simple hecho de ser homosexual, madre mia parece que en vez de ir para alante vamos para atras,no nos cuesta nada respetar la orientacion sexual de la gente, tan dificil no es. #RESPETO #LGTBI",HS
1412057485083615232,"@_infoLibre Y viene luego un seguidor fanatizado, un meapilas con poca sesera y se ve legitimado a agredir a una persona #LGTBI o a asesinarlo.",NHS
1412052280166260737,"Me parece indignante que poco despues de terminar el mes del orgullo se empiecen a producir de nuevo asesinatos y ataques homófobos...
¿Cuándo aprenderemos eso de ""vive y deja vivir""? 
. 
 . 
#Samuel #LGTBIfobia #justiciaparasamuel #LGTBI+",HS
1412039150484832259,"@AlbertoVelasco_ Yo creo que como tu miles de nosotros/as/es estamos en el mismo estado de ánimo.
Se acabó el callar, disimular y mirar hacia adelante.
NOS VAN A ENCONTRAR DE FRENTE, PREPARADOS Y DISPUESTOS A COMBATIR SU HOMOFOBIA. 
#LaRevoluciónDeLosMARICONES   #Historia2021 #LGTBI #LGTBIfobia",HS
1412036273397772298,"@jmlopezzafra Se equivoca, hay muchos animales en la naturaleza que actúan en manada para asegurarse el éxito del botín de guerra. Los inmigrantes compiten con los colectivos #LGTBI por el trozo del pastel de la subvención. Si de paso en la jauría se obtiene un botín inmediato pues ….",NHS
1412019343232323586,#lascosasclaras159 #SamuelARV Son hoy el colectivo #LGTBI y los menas lo que el siglo pasado fueron los Judíos? Vamos a ver cómo los nazis los persiguen y los deshumanizan hasta la muerte? En nuestras manos está luchar! #justiciaparasamuel,NHS
1412018136447127556,"Durante décadas, estas agresiones han sido invisibilizadas, ya fuera porque lxs agredidxs no se atrevían a denunciar—hoy en día, se estima que solo se denuncian entre un 3 y un 5 % de las agresiones contra #LGTBI en España—o porque los medios ofrecían información incompleta. ⬇️",NHS
1412018135167819776,"Hay quien considera que la publicación de estas noticias puede desencadenar un «efecto llamada» que lleve a más agresiones contra el colectivo #LGTBI.

Discrepo totalmente. ⬇️",NHS
1412012627933413380,"Al colectivo #LGTBI nos están fallando. No nos sentimos protegidos por la policía, no nos sentimos amparados por la Justicia, no nos sentimos seguros en nuestras calles. Unirnos y luchar juntos como hemos hecho siempre es la única solución.",HS
1412004768386588675,"+ Hungría de Orban y en la España de Abascal.

Mujeres, personas racializadas, gitanxs, colectivo #LGTBI+: NOS ESTÁN MATANDO.

No sigamos riéndoles las gracias a quienes les blanquean. Los discursos de odio son la antesala de los delitos de odio. Reaccionemos o lo pagaremos caro.",HS
1411998831579906049,"La fauna #LGTBI atacando a Celia Villalobos por decir lo obvio. 
Anda, callaos ya, indignaditos permanentes!! Que ya estamos hartos de la matraca arcoíris.",NHS
1411975953740337156,"#LaHoraDeLa1 Nos insultan, humillan y agreden por nuestra pluma, por nuestra expresión de género porque nos ven el objetivo fácil de su odio.

Sí es #lgtbifobia

Indignación con la falta de formación de los contertulios y desconocimiento de lo que sufrimos el colectivo #LGTBI+",NHS
1411972089456873476,"Y dirán que no son homófobos. ‼️ Comentarán que el #orgullo es innecesario, que ya está todo conseguido. Y como los hechos valen más, me gustaría que contemos experiencias propias de homofobia. #SíEsHomófobo #SamuelSomosTodas #XustizaParaSamuel #justiciaparasamuel #LGTBI",NHS
1411969377063350277,"Dados los últimos acontecimientos, quiero pediros que si no estáis a favor del movimiento LGTBI, si os parece normal lo sucedido con Samuel, salgáis echando ostias de mi twitter, no os quiero. Y si no, ya os iré bloqueando yo. BASTA YA!! #Samuel #Samuelsomostodos #LGTBI",NHS
1411964487733813249,"Lo ocurrido con la muerte, agresiones, insultos..etc al colectivo #LGTBI no debe ocurrir jamás ni nunca. Son personas independientemente de su orientación sexual (la cual hay que respetar) o como se sientan.",HS
1411955852630802432,"Qué tal si nos dejamos de usar las cosas a ver si sacamos un beneficio y bla bla bla y hacemos una lista de las cosas que pasan realmente con la comunidad #LGTBI en el mundo ?
Ponemos el foco en las leyes anti trans en el mundo ?
Un repaso a SOLO USA",NHS
1411952619648696324,"@AlmeidaPP_ Sr. Almeida, ¿se refiere usted a los recursos de inconstitucionalidad presentados por el Partido Popular para intentar continuar con la discriminación legal contra las personas #LGTBI? Por fortuna, ustedes fracasaron y el Tribunal rechazó aquel odio, su odio, este odio que mata.",NHS
1411950286617317376,"Conjunto #LGTBI después del asesinato de #SamuelSomosTodas, ahora entedeis porqué #VOX no os quiere en éste país..... Si vistes como facha, piensas como facha, actuas como facha..... #Facha y en botella",NHS
1411948906515140608,"Hay que ser muy sectario para que @IreneMontero o @ionebelarra vean crímenes homófobos donde no los hay. Y lo que es peor, aún no han rectificado ni lo harán. Les importa una mierda la comunidad #LGTBI o el #Feminismo",NHS
1411939331787329537,"Parece inaceptable  e indignante lo que le ha sucedido al chico que era gay entre 7 personas por no gustarle su condición sexual que le hayan cogido a palos, y parece repugnante,  el gobierno y las instituciones no lo tienen que dejar pasar por algo esta monstruosidad #LGTBI",HS
1411937062085931008,"Las organizaciones religiosas que promuevan el #odio discriminatorio contra las personas #LGTBI+ no deberían recibir dinero público.

#XustizaParaSamuel #JusticiaParaSamuel",NHS
1411921917066502147,"✝️ ☪️ 🕎 Las organizaciones religiosas que promueven el #odio contra las personas #LGTBI+ no deberían recibir dinero público.

🟦 🟩 Los partidos políticos que promueven la #discriminación contra las personas LGTBI+ no deberían ser legales.

#XustizaParaSamuel #JusticiaParaSamuel",NHS
1411832073405489156,"@Fumatron_U Qué pena y qué vergüenza que unos niñatos se envuelvan con nuestra bandera, la bandera de tod@s, para atacar al colectivo #LGTBI",NHS
1411827955437871104,"Muchísimo animo al colectivo #LGTBI ❤, lo siento mucho, y de verdad que, aunque no forme parte de vuestro colectivo me duele que esto sigan pasando estas cosas, habéis pasado por mucho, de verdad lo siento",HS
1411818473085415425,@AnabelAlonso_of A lo mejor l@s #LGTBI  no son españoles y x eso tienen la pelea 🤷‍♀️Es una vergüenza k casi 4millones de personas en #España se crean con impunidad xk @vox_es y su lideres les alientan y animan a tener odio hacia el resto...debemos enviarles a las cavernas y tapiar #StopLGTBIfobia,NHS
1411812944699142145,"cuando vi la manifestación #LGTBI solo vi al @PODEMOS...porque ni @vox_es ,ni @populares estaban.solo recordar que con estos partidos viviremos peor que en la época de Franco.",NHS
1411812513201758209,Me parece triste que en pleno SXXI no puedas querer a quién te salga de los cojones por culpa de energúmenos. #LGTBI #justiciaparasamuel #Tarrasa,NHS
1411811926594756626,A raíz de los últimos acontecimientos me gustaría decir una cosa. Dais asco y no sé como se os puede considerar seres humanos. #justiciaparasamuel #ACoruña #LGTBI,NHS
1411805995400110086,"@joseramirezdel2 Ya le dije a @MonederoJC que tenga cojones y opine sobre la manada de sin pasaporte que han matado a el chico de Tarrasa.a él y a la @IreneMontero ..o al lobby #LGTBI 
A ver si se enteran que #soloquedavox para defendernos de los ilegales q odián a los gais y nos están matando!",NHS
1411803898378133511,"@AESHM_ Abascal:Defendemos a los gays mejor q usted q abre la frontera para q vengan d países donde les ahorcan.
En Hungría van tranquilamente por las calles. En calles de Amsterdan, Bruselas o BCN no por esa inmigración fundamentalista q ustedes traen. #lgtbi
pic.twitter. com/dT6rST0erg",NHS
1411801769701695496,"@FerreraOrtiz @DisneyPlusES Educando a la infancia en el respeto 🏳️‍🌈, nos ahorraríamos lágrimas inservibles después. #Pride #LGTBI 👏🏼🌈",HS
1411795292500992000,Absolutamente impactada por el asesinato LGTBIfobico de Samuel. Una sociedad democrática como la nuestra no puede tolerar estos ataques homófobos cada vez más frecuentes... Solo deseo #justiciaparasamuel y que nunca más ninguna persona #LGTBI pase por otra agresión. Basta YA!,HS
1411793563348832264,"Lo que ha ocurrido en A Coruña debe inquietarnos a tod@s y revolver nuestra conciencia. La banalización de los discursos de odio contra el colectivo #LGTBI y la normalización de la #homofobia nos han llevado hasta aquí. Condena absoluta al asesinato de #Samuel. 
#Justicia",HS
1411791581707968512,"Llevar la contraria a un trans es transfobia?? 
Llevar la contraria a un homosexual es homofobia?
Llevar la contraria a una lesbiana es lesbofobia??
Se os está yendo de las manos eh??? #LGTBI",NHS
1411788802478198785,"@MonederoJC @vox @AlmeidaPP_ Me lo creeré cuando condenes la persecución a la comunidad #LGTBI en #Cuba, #Rusia, #Iran #Palestina o #Siria,... ah ya, ya, perdona, vale, es que no gobierna el PP por ahi, no?Y además  ellos son tus amigos, claro, claro, como les vas a criticar, no he dicho nada. #LGTBIfobia",NHS
1411781776268267526,"@AnabelAlonso_of Con la aparición de #Vox en el escenario político y el seguidismo del #PP era sólo cuestión de tiempo que el odio germinase fruto de la crispación, el negacionismo y el populismo más rancio,  reaccionario y casposo contra las #mujeres ♀️, personas #LGTBI 🏳️‍🌈 e #inmigrantes 👨🏾‍🦱.",NHS
1411780186673188869,"@WillyVarv @Albert_Edero Día del orgullo??? Que asco de verdad 

Mientras enterraban a Samuel ellos estaban de fiesta en tanga y no se suspendió nada... 

A mi NO me representais #LGTBI",NHS
1411778293913825280,"@miquelreverte Ahora? Ahora homenajean ,  condenan y se manifiestan?

Ahora? Y la fiesta del orgullo gay celebrada sin que nadie hablara nada?

Mientras lo enterraban , el colectivo estaba de fiesta sin suspender nada ni manifestar nada 

A mi ya NO me representais #LGTBI",NHS
1411774822531710983,"@rudyantonic @PSOE Nadie duda q con gobiernos #PSOE se ha avanzado en derechos #LGTBI, y España a la vanguardia mundial. Y sp la drcha en contra.
Que mucho, como bien lo explica Tania, hasta apruebe Ley. Y pueden pasar muchas cosas.
Por favor unidos q bastante tenemos enfrente 🌹",NHS
1411772205533388804,Espero que el asesinato Samuel haga al menos pensar a toda esa gente que está metiendo odio y negando derechos al colectivo #LGTBI. Las cosas no pasan porque sí y este hecho es la consecuencia de esta oleada de odio a gritos. #justiciaparasamuel #ConElAlmaRota,HS
1411769538979434498,"@tortondo Y el imbécil gritando ""españoles contra lgtbi""
Algunos centros educativos más preocupados por el nacional-catolicismo que por la educación en valores.
En fin...
#justiciaparasamuel 
#LGTBI",NHS
1411764982153461769,"@josevico4 @AlmeidaPP_ Usando la bandera de #España CONTRA los derechos lgtbi. Luego dicen que la gente de izquierdas no quiere la bandera de su país. 
Así la ensuciais!!!
Esa bandera, no me puede representar. 
#justiciaparasamuel 
#LGTBI",NHS
1411760627220111364,"Como no se pare este incremento de agresiones al colectivo #LGTBI, vivir en España se convertirá en una tortura para un gay, lesbiana,  transexual,…",NHS
1411760625756389377,"Ahora mas que nunca el colectivo #LGTBI deberíamos salir a la calle y manifestarnos. El orgullo NO SOLO ES UN DÍA, salgamos todos a la calle y manifestémonos, que la muerte de Samuel no quede en el olvido.
Quiero salir por cualquier calle de España sin miedo a que me maten",HS
1411756960475664389,Pq no dicen en @VivaLaVidaT5 la nacionalidad de los asesinos de Ismael?pq les dicen energúmenos y no HOMOFOBOS!?PQ NO DECÍS LA VERDAD SOBRE QUIENES NO RESPETAN A LOS GAYS Y Q NO SUELEN SER DE AQUÍ?NO DICE NADA @MonederoJC O @IreneMontero O el lobby #LGTBI? LO TIENEN PROHIBIDO?,NHS
1411755097160400901,"Nos quieren imponer el pin parental por la libertad de los padres a elegir no sé qué. No, la libertad es educar en igualdad. Y, si no lo hacen en las casas, hay que hacerlo en las escuelas. Como profe, seguiré educando en igualdad #justiciaparaSamuel #LGTBI",HS
1411748771206152193,"No más muertes, no más palizas, no más miedo, no más indiscriminacion, no más represión, no más blanqueo en instituciones, no más políticas contra derechos LGTBI, no más esconderse. Sigamos. #justiciaparasamuel #LGTBI #StopLGTBIfobia #OrgulloLGTBI",HS
1411746761660637186,@NinfaDelBosque6 @manudiazdelg Instamos a @policia y @guardiacivil a investigar este vídeo como delito de odio. No puede salir gratis gastar bromas con los mensajes de odio y lanzar proclamas para agredir a personas #LGTBI @gaylespol @lgtbipol #StopLGTBIfobia,HS
1411741866865856514,"Ante el asesinato de #Samuel, debemos exigir a los poderes públicos que cumplan con el mandato del artículo 9 de la #Constitucion y adopten las medidas oportunas para acabar con los crímenes de odio hacia las personas #LGTBI @interiorgob @justiciagob #ddhh #SamuelSomosTodas",HS
1411737527309025282,@Neda100Liberty A ver si los de los colectivos #LGTBI van a las embajadas de esos países a pelear por los derechos humanos y de los homosexuales!,NHS
1411726075634368517,"@hpv838015 @GatoCanalla @felipe_sicilia La diferencia esq eso q llamas basura da la cara y tu le llamas basura por ser #lgtbi
Vamos q no eres muy diferente d los 7 q asesinaron a #justiciaparasamuel",NHS
1411706243471876099,"#justiciaparasamuel los que relacionan ésto con @vox_es, no deben de conocer que, éllos no están contra los #LGTBI, sino, contra los chiringuitos que aprobechan esa condición sexual, para sacar tajada.",NHS
1411702271373721601,"Parece ser que si perteneces al colectivo #LGTBI+, tu seguridad va a depender de lo desapercibide que pases y de que no te alejes mucho de las normatividades.",NHS
1411691987749769222,Me repugna que en mi país a estas alturas… hayan asesinado a una persona por su condición sexual. Es que no me cabe en la cabeza. 💔 #justiciaparasamuel #LGTBI 🌈💪🏼✨,NHS
1411689668433829890,@andresweiss_ Se siguen perdiendo oportunidades en materia #LGTBI en el fútbol. Pero siendo Bakú no sorprende 🏳️‍🌈,NHS
1411688561221550082,"el orgullo y la reivindicación de derechos LGTB debería durar todo el año, una manifestación al menos cada mes #Orgullo2021 #mado2021 #pride #orgullo #lgtbi",HS
1411683803186225158,"L@s #LGTB #LGTBI #LGTBQ y l@s #LGTHIJKLMN exigen mucho respeto (mas que l@s heteros), pero luego ell@s se pasan el respeto a l@s demás por el forro.

Se escudan el su supuesta debilidad para reírse en nuestra cara, exigir más respeto que nadie pero luego son l@s más INSOLIDARI@S",NHS
1411678792221921282,"@LuisMadriz_ @FELGTB No conseguirrmos nada..
El tope de aceptación de la homosexualidad en general #lgtbi se alcanzó hace 3 años y tras irrumpir #VoxExtremaNecesidad  vamos en retroceso año tras año
Echar cuentas que nos quedan 30 años para q nos metan en la carcel solo por ser #lgtbi",NHS
1411667905389993987,"@CapitanBitcoin Ni tampoco verás a los #LGTBI hacer una protesta en mezquitas, ellos solo se meten contra la iglesia porq los católicos no actúan.",NHS
1411658868111728644,"@GArnauda @GabrielRiot23 @ygbango Si si existe heterofobia últimamente.Homofobia Yo no la veo en España. Tengo varios compañeros en le ejercito, guardia civil y policía nacional casados con sus maridos y tan compañeros como el que más. Solo el colectivo ultraizquierda #LGTBI dice que hay discriminacion. #Nocuela",NHS
1411643280903839744,De poco sirve ser uno de los países con leyes más tolerantes en materia #LGTBI 🏳️‍🌈 si permitimos que partidos y líderes políticos (y no solo V🤮X) mantengan un discurso de #LGTBIfobia que contribuye a legitimar y traer de vuelta ataques contra estos colectivos,NHS
1411634193549889538,"No paro de ver imágenes y noticias de las agresiones y ASESINATO por ser del colectivo #LGTBI y juro por dios que me avergüenza vivir en un pais de trogloditas homófobos que se toman el privilegio de machirulos de mierda en decidir, opinar o recriminar a paliza de muerte la",NHS
1411627059940577286,"Mucho apoyo a todas las personas del movimiento #LGTBI y a todas las mujeres del mundo. Por suerte o por desgracia no pertenezco a ninguno de estos grupos, pero sois los que estáis logrando que un mundo diferente sea posible. 

Nunca dejéis de luchar ✊🏻",HS
1411625941525307395,"Que la tierra te sea leve Samuel. “El meu escalfor i condol” a tus familiares, amigos... Desde hoy me vuelvo a declarar activista de tu causa, d mí causa #LGTBI 
Exijo a @sanchezcastejon @FeijooGalicia @IdiazAyuso @perearagones @JuanMa_Moreno … combatir la #LGTBIfobia (hilo)",NHS
1411622374441639936,"#justiciaparasamuel un motivo más para sufrir, por los de casa, a los que amo, por los de otras madres y padres, por los y las desconocidas discriminadas, y ahora agredidos, sólo por amar, por desear y sentir! #StopHomofobia #bastadeviolencia #amorlibre #LGTBIfobia #LGTBI",HS
1411613703288590338,"@Vissibles #justiciaparasamuel 🏳️‍🌈🕯️ Aquí en Galicia ningún medio de comunicación de gran difusión escribió nada de un asesinato homófobo, incluso alguno decía que iba con su novia. Hoy algunos medios minoritarios ya hablan de crimen homófobo.🙏Dadle visibilidad seáis #LGTBI 🏳️‍🌈 o heteros.",NHS
1411612365943099395,@TabarniaB @IgualdadGob @IreneMontero pero si han sido cinco #RefugeesWelcome los que han pegado a este gay... Son sus costumbres... #Homofobia #LGTBI #LGTBIfobia #Orgullo,NHS
1411607442543329281,"@Belen_Larioss @Cris_Hispana Ánimo, donde están los defensores del mal llamado movimiento #LGTBI ? Los mismos q defienden la Inmigración sin barreras

DONDE?",NHS
1411604800878297088,"@partidolibertad La sociedad no está formado por colectivos sinó por personas, habría quedado mucho mejor decir: apoyamos y estamos al lado de la gente #LGTBI, ya que son parte de TODA la sociedad",NHS
1411602444849713158,"El #Orgullo2021 debería ser más que fiesta, postureo de las empresas y/ o instituciones con los logos y por supuesto más que una simple semana. La lucha por los derechos #LGTBI debe ser continua los 365 días del año.",HS
1411600469722599434,Me parece alucinante que en españa ( país de fachas y panderetas) estén asesinando a personas #lgtbi en pleno Siglo XXI . Y que partidos de CRIMINALES Y ASESINOS como @vox_es ESTÉN EN LA PUTA CALLE Y SEAN LEGALES !!! Y LOS PUTOS POLITICOS HACEN 0 SOLO BUSCAN LA FOTO …,NHS
1411599710738071553,"Los laterales de la marcha del #Orgullo, comparada con otros años, había bastante menos personas.
Ayer se pudo apreciar lo poco que le importa a una parte del colectivo #LGTBI+ la reivindicación, sus propios derechos y la lucha.

Mejor un botellón en Chueca, ¡claro que sí! 🤡",NHS
1411502336623747077,"Usted se imagina que cada grupo social se cree derechos y los exija: Los evangelicos piden que se coloque en el código penal, la no discriminación a nosotros, que no se crea que todos tenemos el cerebro lavado; ¡eso es absurdo! Señores no es religión, es biología, lógica.#LGTBI",NHS
1411476783753486338,"No tengamos miedo en señalar a aquellos que han legitimado la violencia contra el colectivo #LGTBI+: Vox, PP, los medios de la desinformación,...

Este #Orgullo2021 pedimos #justiciaparasamuel ✊🏳‍🌈.",NHS
1411471157803499525,¿Hasta cuando vamos a tener que luchar por unos derechos vitales para cualquier persona?  Esto acaba de ocurrir en pleno siglo XXI señores. Acaban de asesinar a una persona por ser del colectivo LGTBI.  DEP Samuel. #Asesinato #LGTBI 🖤,HS
1411445421755539458,"@telemadrid ¿Piensa hacer algo la repelente sabihondilla @MercedesDS21 y su @DGobiernoMadrid  o también de este descontrol le van a echar la culpa a @IdiazAyuso ?
¿O es que estas cañas y estas fiestas #LGTBI las considera el @PSOE  ideológicamente propias y por eso toca no hacer nada?",NHS
1411431857191800835,"@Anmine19 @Monica_Garcia_G no critico al colectivo #LGTBI  dado q tengo muchas amistades q lo integran y aún así x mi conciencia social lo seguiria haciendo

Efectivament yo (como persona) el título de mi equipo lo celebré en mi casa

Desgraciadament los q estuvieron en chueca TODOS estaban sin mascarilla.",NHS
1411426312099618816,"La Unión Europea chantajea a #Polonia con retirarle fondos si no tragan con la ideología #LGTBI de la que se ha apropiado el Marxismo, curiosamente sus principales enemigos 

#JonSistiagaEn0",NHS
1411421339102109704,"Nadie se da cuenta de que Santiago Abascal es gay ?.
Tiene familia, pero es el prototipo OSO, Perfecto.
Así es...
#LGTBI 
#periodistas
#lascosascomoson",NHS
1411418029137727490,"#Polonia no es que esté libre de #LGTBI, gays ha habido siempre en todas partes, Polonia lo que está libre es de gilipollas 

#JonSistiagaEn0",NHS
1411401682446061570,@migunsss Bro respeta hay muchas personaaa sin derecho que se pueden ofender y estás tú aquí riéndote de ellos #LGTBI,HS
1411396410096893959,Llevo dos años sin ir al #OrgulloLGTBI. Espero que el año que viene se pueda celebrar tranquilamente los derechos #LGTBI y luchar contra la #LGTBIfobia y aquellos que generan odio en la calle y las instituciones,HS
1411379292437716996,"En plena semana del #Orgullo #LGTBI, asesinan en A Coruña a un joven por ser homosexual.  #justiciaparasamuel ¿de verdad que no hay que perseguir la homofobia y celebrar cada año que somos lo que somos?",NHS
1411317329988886529,"Abro hilo!! Voy conduciendo intermitente para aparcar,Moro conduciendo con mvl en la mano mete frenazo xq casi me da,baja ventanilla y me dice”Maricon de mierda,hijo de puta come pollas te tendría que rajar”Que hacemos? #Orgullo2021 #LGTBI #homofobia #chueca #España",NHS
1411316654848589824,"Todo un mes dedicando medio telediario a las #LGTBI de los c0h0nes.
Vete al carajo @La1_tve ‼",NHS
1411280810569785347,Hoy participamos en la manifestación del #OrgulloLGTBI organizado por @FELGTB en Madrid y bajo el lema #EqualityForAll. No podemos estar todos debido al contexto actual pero hacemos visible el apoyo de nuestros empleados por la #diversidad a toda la comunidad #LGTBI.#LoveUnitesUs,HS
1411266801481175041,#JonSistiagaEn0 Gran trabajo de @jonsistiaga en #Polonia . Es deleznable que sigan pensandose cosas asi. Todo mi apoyo a #LGTBI,HS
1411228986315784196,"@CarFuribunda @lolamontavez @eldiario_Madrid ¡Hola, comunidad #LGTBI del PP! Permitidme que os recuerde que las agresiones tránsfobas y homófobas (además de las racistas, machistas y xenófobas) experimentan un fuerte incremento.

Sí, sois eso que todes, también
vosotres, estáis pensando.",NHS
1411215101693157376,"#RepublicaDominicana fué hecha con sangre, muchos murieron peleando y otros asesinados #EldegüelleDeMocaYSantigago y mucho más para que ahora un paquete de lacras de #LGTBI #LGTBIQ. Quieran venir a adueñarse de un país sin merito alguno #TikTok #instagram #Facebook #WhatsApp",NHS
1411210597790781443,"El cupón de la ONCE se viste hoy de arcoíris para sumarse al Día del #Orgullo #LGTBI+🏳️‍🌈
Por el respeto a la #diferencia, la #diversidad y la #igualdad

#DíaLGTBSigno #LoveIsLove @RocioRuizDom #Orgullo2021 #Pride2021 @LGTBIGob",HS
1411204997891698689,@PedroBotelloRD @PartidoPRSC @DiputadosRD #RepúblicaDominicana Sigue Siendo un País Atrasado De Mentes Señoras y Señores El Mundo ha Cambiado los Países en su Gran Mayorías Son #Diversos #Tolerante #Inclusivos #Integradores En temas tan Chocantes como  es #LGTBI.Ustedes No son nadies para Juzgar a cualquier ser Humano,HS
1411191360904892416,"Las empresas ya habrán terminado de arrancar sus carteles de ""apoyo"" a la comunidad? #LGTBI #Pride2021 #PrideMonth #1Jul",NHS
1411103145401454599,"A que hora, es  mañana la manifestación por el hachazo de las pensiones? Ah no que se van a llenar las calles para,  el orgullo #LGTBI lo otro da igual segue tragando España. #pensiones #GobiernoDimision #Chiringuitotitular",NHS
1411079588340502532,Todas las marcas se visten de la bandera #LGTBIQ pero ¿ realmente les importa la comunidad o solo los ven como un Target 🎯? #PrideMonth2021 #lgtb #LGTBI,NHS
1411076084976783361,"@PalomaCervilla tan poca cultura sobre la antropología de género que da vergûenza ética sobre el reduccionismo del concepto de periodista y que da una muestra sesgada de realidades diversas. Ni estudiando de nuevo la carrera, lo comprendería. Una pena.
#LGTBI #LGTBIQ #DDHH #ODS",NHS
1411070820588347398,"Cuidado con poner la bandera en los balcones, abogados cristianos esta al acecho #OrgulloLGTBI #LGTBI #OrgulloDeSerQuienSoy",NHS
1411068521312919559,".. tuvieron adolescencia… y lucharon para que las nuevas generaciones puedan tener referentes que les permitan ver más opciones desde el principio… Esta semana, hablamos en nuestro blog sobre adolescencia LGTBIQ.
#Pridemonth #MADO #lgtbi #SiwonPride #orgullolgbt #orgullo #pride",NHS
1410983140403843072,Por fin se acabó el mes de los enfermos 🥱🥱 #paz #humildad #LGTBI #normal #mariconesfuera,NHS
1410948812936470530,"La verdad es que si usáis el mes del Orgullo como excusa para hacer botellón en pandemia, no le hacéis ningún honor al movimiento #LGTBI+",NHS
1410926563500216325,"-me va a quedar una pensión de mierda y con esta edad ya no encuentro trabajo.
+da igual chica, apoyan al #LGTBI",NHS
1410925484670607364,A la gente no le gusta lo que no entiende. Les da miedo #HappyPride #LGTBI ❤️,NHS
1410923925765230595,A ver si os enteráis que no es nada en contra de los transsexuales. Que es en contra de el chiringuito del #LGTBI dejad de hacer demagogia. Lo que hagan con sus cuerpos nos la trae al pairo...,NHS
1410877648188870656,"✊ Estamos construyendo un Jabugo abierto, integrador y respetuoso con la pluralidad, que facilita la integración de la población #LGTBI. 

❤️ Un pueblo en el que todo el mundo pueda ser, amar libremente y sentirse orgulloso.",HS
1410869101417930755,"@IreneMontero Gracias por anular con tu súper ley del grupo #Lgtbi Ya no existe #ViolenciaGenero porque las mujeres no hacen eso
Ya no pasará la noche en el calabozo ni un hombre más #YoSitecreo #Manolo #Manola
Que has comido #pollo #polla ya podemos ir #FluidamenteBorrachas",NHS
1410772755562348545,"¿Saben que es lo triste de salir del closet? Es que tus papas piensan que le tenes ganas a todo lo que se mueve, lo mismo sucede con los amigxs. Algunos se van a alejar y otros no. Que esto no sea obstáculo para que sean libres... #LGTBI",NHS
1410748333786685443,"La intención de la Ciudad era poner los colores que representan el #LGTBI  en el estadio del Bayern Munich, el Alianz Arena para mostrar su apoyo a la comunidad justo en el encuentro que se iba a disputar entre Alemania-Hungria.",NHS
1410748329873481736,"🚨UEFA LE DICE NO A LOS COLORES DEL #LGTBI 🚨

La UEFA le comunico al intendente de Munich que estará prohibido para poner los colores que representan está lucha en medio de la Eurocopa que se está disputando.",NHS
1410742986749538306,"Una cosa que me fliparía sería que en Julio no se quitase la bandera arcoiris de todas las cuentas de Twitter,me encantaría llegar a ver hasta dónde llega su altruismo con el colectivo #LGTBI ,",NHS
1410725288355405826,"¿Quiere decir, que si yo soy lesbiana, y estoy en un lugar PÚBLICO y me quieren botar de ahí por mi orientación sexual tienen derecho a hacerlo pero yo no tendría derecho a denunciar porque dicho acto de discriminación es legal? Pues sí, según el código penal de RD. :) #LGTBI #RD",NHS
1410700434310844429,"Los únicos colectivos a los que este #GobiernoCriminalyCorrupto va a tener contentos son los perroflautas parásitos, los nazis del #LGTBI y los enchufados en cargos públicos.
Al resto no nos paran de joder.",NHS
1410657453230985221,"#España defiende los #DerechosLGTBI en #Europa a través de la Red Europa de Puntos Focales #LGTBI, de la que somos miembro fundador.
➡️ Participamos en sus reuniones compartiendo información nacional.
➡️ Contribuimos a su integración en la estructura del @coe.
#Orgullo2021",NHS
